"","ItinID","Coupons","Year","Quarter","Origin","OriginAirportID","OriginAirportSeqID","OriginCityMarketID","OriginCountry","OriginStateFips","OriginState","OriginStateName","OriginWac","RoundTrip","OnLine","DollarCred","FarePerMile","RPCarrier","Passengers","ItinFare","BulkFare","Distance","DistanceGroup","MilesFlown","ItinGeoType"
"179",20011199,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.0084,"AA",1,11,0,1301,3,1301,2
"180",20011200,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.077,"AA",1,198,0,2570,6,2570,2
"181",20011201,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0,"AA",6,0,0,2602,6,2602,2
"182",20011202,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0695,"AA",1,181,0,2602,6,2602,2
"183",20011203,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0734,"AA",3,191,0,2602,6,2602,2
"184",20011204,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0772,"AA",1,201,0,2602,6,2602,2
"185",20011205,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.081,"AA",1,211,0,2602,6,2602,2
"186",20011206,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0841,"AA",1,219,0,2602,6,2602,2
"187",20011207,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0849,"AA",1,221,0,2602,6,2602,2
"188",20011208,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1233,"AA",1,321,0,2602,6,2602,2
"189",20011209,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1352,"AA",1,352,0,2602,6,2602,2
"190",20011210,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1387,"AA",3,361,0,2602,6,2602,2
"191",20011211,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1441,"AA",1,375,0,2602,6,2602,2
"192",20011212,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1529,"AA",1,398,0,2602,6,2602,2
"193",20011213,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1633,"AA",1,425,0,2602,6,2602,2
"194",20011214,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1637,"AA",1,426,0,2602,6,2602,2
"195",20011215,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1779,"AA",1,463,0,2602,6,2602,2
"196",20011216,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1798,"AA",1,468,0,2602,6,2602,2
"197",20011217,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.184,"AA",1,479,0,2602,6,2602,2
"198",20011218,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2056,"AA",1,535,0,2602,6,2602,2
"199",20011219,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2394,"AA",1,623,0,2602,6,2602,2
"200",20011220,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2451,"AA",1,638,0,2602,6,2602,2
"201",20011221,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2471,"AA",1,643,0,2602,6,2602,2
"202",20011222,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2913,"AA",1,758,0,2602,6,2602,2
"203",20011223,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.3708,"AA",1,965,0,2602,6,2602,2
"204",20011224,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2355,"AA",1,613,0,2602,6,2602,2
"205",20011225,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2578,"AA",1,671,0,2602,6,2602,2
"206",20011226,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.234,"AA",1,609,0,2602,6,2602,2
"207",20011227,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1295,"AA",1,337,0,2602,6,2602,2
"208",20011228,6,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.1124,"AA",1,364,0,3236,7,3236,2
"209",20011229,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0,"AA",1,0,0,3025,7,3025,2
"210",20011230,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.3603,"AA",1,1090,0,3025,7,3025,2
"211",20011231,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.5944,"AA",1,447,0,752,2,752,2
"212",20011232,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.2353,"AA",1,177,0,752,2,752,2
"213",20011233,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.5279,"AA",1,397,0,752,2,752,2
"214",20011234,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.2659,"AA",1,200,0,752,2,752,2
"215",20011235,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.4773,"AA",1,359,0,752,2,752,2
"216",20011236,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.5385,"AA",1,405,0,752,2,752,2
"217",20011237,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.5944,"AA",1,447,0,752,2,752,2
"218",20011238,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.595,"AA",1,895,0,1504,4,1504,2
"219",20011239,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1003,"AA",1,151,0,1504,4,1504,2
"220",20011240,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1136,"AA",1,171,0,1504,4,1504,2
"221",20011241,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1203,"AA",1,181,0,1504,4,1504,2
"222",20011242,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.121,"AA",1,182,0,1504,4,1504,2
"223",20011243,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1236,"AA",2,186,0,1504,4,1504,2
"224",20011244,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1336,"AA",1,201,0,1504,4,1504,2
"225",20011245,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1382,"AA",1,208,0,1504,4,1504,2
"226",20011246,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1429,"AA",1,215,0,1504,4,1504,2
"227",20011247,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1456,"AA",1,219,0,1504,4,1504,2
"228",20011248,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1469,"AA",3,221,0,1504,4,1504,2
"229",20011249,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1575,"AA",1,237,0,1504,4,1504,2
"230",20011250,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1602,"AA",2,241,0,1504,4,1504,2
"231",20011251,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1735,"AA",2,261,0,1504,4,1504,2
"232",20011252,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1934,"AA",1,291,0,1504,4,1504,2
"233",20011253,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1961,"AA",1,295,0,1504,4,1504,2
"234",20011254,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1988,"AA",2,299,0,1504,4,1504,2
"235",20011255,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2081,"AA",1,313,0,1504,4,1504,2
"236",20011256,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2094,"AA",1,315,0,1504,4,1504,2
"237",20011257,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2101,"AA",1,316,0,1504,4,1504,2
"238",20011258,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2107,"AA",1,317,0,1504,4,1504,2
"239",20011259,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2207,"AA",2,332,0,1504,4,1504,2
"240",20011260,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2227,"AA",1,335,0,1504,4,1504,2
"241",20011261,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2247,"AA",1,338,0,1504,4,1504,2
"242",20011262,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.23,"AA",1,346,0,1504,4,1504,2
"243",20011263,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.5285,"AA",1,795,0,1504,4,1504,2
"244",20011264,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.3198,"AA",1,481,0,1504,4,1504,2
"245",20011265,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.3656,"AA",1,550,0,1504,4,1504,2
"246",20011266,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2832,"AA",1,426,0,1504,4,1504,2
"247",20011267,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2998,"AA",1,451,0,1504,4,1504,2
"248",20011268,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.3065,"AA",1,461,0,1504,4,1504,2
"249",20011269,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.4507,"AA",1,678,0,1504,4,1504,2
"250",20011270,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.4531,"AA",1,1156,0,2551,6,2551,2
"251",20011271,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.1921,"AA",1,392,0,2040,5,2040,2
"252",20011272,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0,"AA",2,0,0,4080,9,4080,2
"253",20011273,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0495,"AA",2,202,0,4080,9,4080,2
"254",20011274,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0681,"AA",1,278,0,4080,9,4080,2
"255",20011275,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0764,"AA",1,312,0,4080,9,4080,2
"256",20011276,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0999,"AA",1,408,0,4080,9,4080,2
"257",20011277,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1063,"AA",1,434,0,4080,9,4080,2
"258",20011278,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2833,"AA",1,1156,0,4080,9,4080,2
"259",20011279,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1321,"AA",1,539,0,4080,9,4080,2
"260",20011280,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0,"AA",1,0,0,3941,8,3941,2
"261",20011281,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.123,"AA",1,485,0,3941,8,3941,2
"262",20011282,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0449,"AA",1,177,0,3941,8,3941,2
"263",20011283,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0,"AA",1,0,0,2332,5,2332,2
"264",20011284,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0861,"AA",1,201,0,2332,5,2332,2
"265",20011285,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0917,"AA",1,214,0,2332,5,2332,2
"266",20011286,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0947,"AA",1,221,0,2332,5,2332,2
"267",20011287,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0973,"AA",1,227,0,2332,5,2332,2
"268",20011288,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1033,"AA",1,241,0,2332,5,2332,2
"269",20011289,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1119,"AA",1,261,0,2332,5,2332,2
"270",20011290,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1942,"AA",1,453,0,2332,5,2332,2
"271",20011291,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1758,"AA",1,410,0,2332,5,2332,2
"272",20011300,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.0916,"AA",1,110,0,1200,3,1200,2
"273",20011301,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1347,"AA",1,313,0,2323,5,2323,2
"274",20011302,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0612,"AA",1,147,0,2400,5,2400,2
"275",20011303,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0816,"AA",1,196,0,2400,5,2400,2
"276",20011304,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0912,"AA",2,219,0,2400,5,2400,2
"277",20011305,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.092,"AA",1,221,0,2400,5,2400,2
"278",20011306,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1004,"AA",2,241,0,2400,5,2400,2
"279",20011307,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1037,"AA",1,249,0,2400,5,2400,2
"280",20011308,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1429,"AA",1,343,0,2400,5,2400,2
"281",20011309,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1504,"AA",1,361,0,2400,5,2400,2
"282",20011310,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.3625,"AA",1,943,0,2601,6,2601,2
"283",20011311,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.413,"AA",1,1238,0,2997,6,2997,2
"284",20011312,5,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0,"AA",1,0,0,2688,6,2217,2
"285",20011313,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.3359,"AA",1,716,0,2131,5,2131,2
"286",20011314,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0,"AA",1,0,0,2131,5,2131,2
"287",20011315,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.0455,"AA",1,97,0,2131,5,2131,2
"288",20011316,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.258,"AA",1,550,0,2131,5,2131,2
"289",20011317,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.3106,"AA",1,662,0,2131,5,2131,2
"290",20011318,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.4476,"AA",1,954,0,2131,5,2131,2
"291",20011319,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.2918,"AA",1,622,0,2131,5,2131,2
"292",20011320,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0438,"AA",1,180,0,4105,9,4105,2
"293",20011321,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0674,"AA",1,277,0,4105,9,4105,2
"294",20011322,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0677,"AA",1,278,0,4105,9,4105,2
"295",20011323,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0896,"AA",1,368,0,4105,9,4105,2
"296",20011324,3,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1237,"AA",2,508,0,4105,9,4105,2
"297",20011325,5,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.2117,"AA",1,788,0,4284,9,3721,2
"298",20011326,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0,"AA",2,0,0,4262,9,4262,2
"299",20011327,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0701,"AA",1,299,0,4262,9,4262,2
"300",20011328,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0725,"AA",1,309,0,4262,9,4262,2
"301",20011329,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0753,"AA",4,321,0,4262,9,4262,2
"302",20011330,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0788,"AA",1,336,0,4262,9,4262,2
"303",20011331,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0847,"AA",1,361,0,4262,9,4262,2
"304",20011332,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1065,"AA",1,454,0,4262,9,4262,2
"305",20011333,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1093,"AA",1,466,0,4262,9,4262,2
"306",20011334,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.3003,"AA",1,1280,0,4262,9,4262,2
"307",20011335,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.079,"AA",1,337,0,4262,9,4262,2
"308",20011336,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.412,"AA",1,1756,0,4262,9,4262,2
"309",20011337,6,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.0961,"AA",1,439,0,4568,10,4568,2
"310",20011338,5,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.0931,"AA",1,381,0,4274,9,4089,2
"311",20011340,5,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.0846,"AA",1,296,0,4358,9,3497,2
"312",20011341,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1103,"AA",1,454,0,4116,9,4116,2
"313",20011350,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.1339,"AA",1,255,0,1904,4,1904,2
"314",20011351,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.1475,"AA",1,281,0,1904,4,1904,2
"315",20011352,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.2043,"AA",1,389,0,1904,4,1904,2
"316",20011353,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,0,1,0.5207,"AA",1,1029,0,1976,4,1976,2
"317",20011354,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.1847,"AA",3,330,0,1786,4,1786,2
"318",20011355,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.3034,"AA",1,542,0,1786,4,1786,2
"319",20011356,7,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0,"AA",1,0,0,3988,8,3988,2
"320",20011357,5,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.1496,"AA",1,526,0,3546,8,3516,2
"321",20011358,5,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.2053,"AA",1,722,0,3546,8,3516,2
"322",20011359,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0461,"AA",1,165,0,3572,8,3572,2
"323",20011360,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0585,"AA",1,209,0,3572,8,3572,2
"324",20011361,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.059,"AA",1,211,0,3572,8,3572,2
"325",20011362,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0618,"AA",3,221,0,3572,8,3572,2
"326",20011363,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0643,"AA",1,230,0,3572,8,3572,2
"327",20011364,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2304,"AA",1,823,0,3572,8,3572,2
"328",20011365,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1721,"AA",1,615,0,3572,8,3572,2
"329",20011366,5,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.0992,"AA",1,370,0,3896,8,3727,2
"330",20011367,5,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.1392,"AA",1,465,0,4126,9,3339,2
"331",20011368,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0,"AA",1,0,0,3525,8,3525,2
"332",20011369,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0556,"AA",1,196,0,3525,8,3525,2
"333",20011370,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.074,"AA",1,261,0,3525,8,3525,2
"334",20011371,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1143,"AA",1,403,0,3525,8,3525,2
"335",20011372,6,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0,"AA",1,0,0,3779,8,3779,2
"336",20011402,6,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.2037,"AA",1,619,0,3038,7,3038,2
"337",20011403,2,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.0584,"AA",1,93,0,1590,4,1590,2
"338",20011404,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1578,"AA",1,502,0,3180,7,3180,2
"339",20011405,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.1098,"AA",1,161,0,1466,3,1466,2
"340",20011406,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.1493,"AA",1,219,0,1466,3,1466,2
"341",20011407,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.457,"AA",1,670,0,1466,3,1466,2
"342",20011408,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.2401,"AA",1,352,0,1466,3,1466,2
"343",20011409,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.5305,"AA",1,1598,0,3012,7,3012,2
"344",20011410,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0,"AA",1,0,0,3012,7,3012,2
"345",20011411,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.059,"AA",1,178,0,3012,7,3012,2
"346",20011412,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1049,"AA",1,316,0,3012,7,3012,2
"347",20011413,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1122,"AA",2,338,0,3012,7,3012,2
"348",20011414,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.1816,"AA",1,547,0,3012,7,3012,2
"349",20011415,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.2891,"AA",1,871,0,3012,7,3012,2
"350",20011416,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.5308,"AA",1,1599,0,3012,7,3012,2
"351",20011417,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,0,1,1,0.0957,"AA",1,335,0,3498,7,3498,2
"352",20011418,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,1,1,0.0838,"AA",1,251,0,2992,6,2992,2
"353",20011419,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0,"AA",1,0,0,2910,6,2910,2
"354",20011420,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.3611,"AA",1,1051,0,2910,6,2910,2
"355",20011421,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.1197,"AA",2,221,0,1846,4,1846,2
"356",20011422,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.1305,"AA",1,241,0,1846,4,1846,2
"357",20011423,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.1793,"AA",1,331,0,1846,4,1846,2
"358",20011424,4,2001,1,"ABQ",10140,1014001,30140,"US","35","NM","New Mexico",86,1,0,1,0.0872,"AA",1,161,0,1846,4,1846,2
